id, address, lat, lng, voltage
736, address 736, 39.632, -79.936, 0
737, address 737, 39.633, -79.936, 0
738, address 738, 39.634, -79.936, 0
739, address 739, 39.635, -79.936, 0
740, address 740, 39.636, -79.936, 0
741, address 741, 39.637, -79.936, 0
742, address 742, 39.638, -79.936, 0
743, address 743, 39.639, -79.936, 0
744, address 744, 39.64, -79.936, 0
745, address 745, 39.641, -79.936, 0
746, address 746, 39.642, -79.936, 0
747, address 747, 39.643, -79.936, 0
748, address 748, 39.644, -79.936, 0
749, address 749, 39.645, -79.936, 0
750, address 750, 39.646, -79.936, 0
751, address 751, 39.647, -79.936, 0
752, address 752, 39.648, -79.936, 0
753, address 753, 39.649, -79.936, 0
754, address 754, 39.65, -79.936, 0
755, address 755, 39.651, -79.936, 0
756, address 756, 39.652, -79.936, 0
757, address 757, 39.653, -79.936, 0
758, address 758, 39.654, -79.936, 0
759, address 759, 39.655, -79.936, 0
760, address 760, 39.656, -79.936, 0
761, address 761, 39.657, -79.936, 0
762, address 762, 39.658, -79.936, 0
763, address 763, 39.659, -79.936, 0
764, address 764, 39.66, -79.936, 0
765, address 765, 39.661, -79.936, 0
766, address 766, 39.617, -79.937, 0
767, address 767, 39.618, -79.937, 0
768, address 768, 39.619, -79.937, 0
769, address 769, 39.62, -79.937, 0
770, address 770, 39.621, -79.937, 0
771, address 771, 39.622, -79.937, 0
772, address 772, 39.623, -79.937, 0
773, address 773, 39.624, -79.937, 0
774, address 774, 39.625, -79.937, 0
775, address 775, 39.626, -79.937, 0
776, address 776, 39.627, -79.937, 0
777, address 777, 39.628, -79.937, 0
778, address 778, 39.629, -79.937, 0
779, address 779, 39.63, -79.937, 0
780, address 780, 39.631, -79.937, 0
781, address 781, 39.632, -79.937, 0
782, address 782, 39.633, -79.937, 0
783, address 783, 39.634, -79.937, 0
784, address 784, 39.635, -79.937, 0
785, address 785, 39.636, -79.937, 0
786, address 786, 39.637, -79.937, 0
787, address 787, 39.638, -79.937, 0
788, address 788, 39.639, -79.937, 0
789, address 789, 39.64, -79.937, 0
790, address 790, 39.641, -79.937, 0
791, address 791, 39.642, -79.937, 0
792, address 792, 39.643, -79.937, 0
793, address 793, 39.644, -79.937, 0
794, address 794, 39.645, -79.937, 0
795, address 795, 39.646, -79.937, 0
796, address 796, 39.647, -79.937, 0
797, address 797, 39.648, -79.937, 0
798, address 798, 39.649, -79.937, 0
799, address 799, 39.65, -79.937, 0
800, address 800, 39.651, -79.937, 0
801, address 801, 39.652, -79.937, 0
802, address 802, 39.653, -79.937, 0
803, address 803, 39.654, -79.937, 0
804, address 804, 39.655, -79.937, 0
805, address 805, 39.656, -79.937, 0
806, address 806, 39.657, -79.937, 0
807, address 807, 39.658, -79.937, 0
808, address 808, 39.659, -79.937, 0
809, address 809, 39.66, -79.937, 0
810, address 810, 39.661, -79.937, 0
811, address 811, 39.617, -79.938, 0
812, address 812, 39.618, -79.938, 0
813, address 813, 39.619, -79.938, 0
814, address 814, 39.62, -79.938, 0
815, address 815, 39.621, -79.938, 0
816, address 816, 39.622, -79.938, 0
817, address 817, 39.623, -79.938, 0
818, address 818, 39.624, -79.938, 0
819, address 819, 39.625, -79.938, 0
820, address 820, 39.626, -79.938, 0
821, address 821, 39.627, -79.938, 0
822, address 822, 39.628, -79.938, 0
823, address 823, 39.629, -79.938, 0
824, address 824, 39.63, -79.938, 0
825, address 825, 39.631, -79.938, 0
826, address 826, 39.632, -79.938, 0
827, address 827, 39.633, -79.938, 0
828, address 828, 39.634, -79.938, 0
829, address 829, 39.635, -79.938, 0
830, address 830, 39.636, -79.938, 0
831, address 831, 39.637, -79.938, 0
832, address 832, 39.638, -79.938, 0
833, address 833, 39.639, -79.938, 0
834, address 834, 39.64, -79.938, 0
835, address 835, 39.641, -79.938, 0
836, address 836, 39.642, -79.938, 0
837, address 837, 39.643, -79.938, 0
838, address 838, 39.644, -79.938, 0
839, address 839, 39.645, -79.938, 0
840, address 840, 39.646, -79.938, 0
841, address 841, 39.647, -79.938, 0
842, address 842, 39.648, -79.938, 0
843, address 843, 39.649, -79.938, 0
844, address 844, 39.65, -79.938, 0
845, address 845, 39.651, -79.938, 0
846, address 846, 39.652, -79.938, 0
847, address 847, 39.653, -79.938, 0
848, address 848, 39.654, -79.938, 0
849, address 849, 39.655, -79.938, 0
850, address 850, 39.656, -79.938, 0
851, address 851, 39.657, -79.938, 0
852, address 852, 39.658, -79.938, 0
853, address 853, 39.659, -79.938, 0
854, address 854, 39.66, -79.938, 0
855, address 855, 39.661, -79.938, 0
856, address 856, 39.617, -79.939, 0
857, address 857, 39.618, -79.939, 0
858, address 858, 39.619, -79.939, 0
859, address 859, 39.62, -79.939, 0
860, address 860, 39.621, -79.939, 0
861, address 861, 39.622, -79.939, 0
862, address 862, 39.623, -79.939, 0
863, address 863, 39.624, -79.939, 0
864, address 864, 39.625, -79.939, 0
865, address 865, 39.626, -79.939, 0
866, address 866, 39.627, -79.939, 0
867, address 867, 39.628, -79.939, 0
868, address 868, 39.629, -79.939, 0
869, address 869, 39.63, -79.939, 0
870, address 870, 39.631, -79.939, 0
871, address 871, 39.632, -79.939, 0
872, address 872, 39.633, -79.939, 0
873, address 873, 39.634, -79.939, 0
874, address 874, 39.635, -79.939, 0
875, address 875, 39.636, -79.939, 0
876, address 876, 39.637, -79.939, 0
877, address 877, 39.638, -79.939, 0
878, address 878, 39.639, -79.939, 0
879, address 879, 39.64, -79.939, 0
880, address 880, 39.641, -79.939, 0
881, address 881, 39.642, -79.939, 0
882, address 882, 39.643, -79.939, 0
883, address 883, 39.644, -79.939, 0
884, address 884, 39.645, -79.939, 0
885, address 885, 39.646, -79.939, 0
886, address 886, 39.647, -79.939, 0
887, address 887, 39.648, -79.939, 0
888, address 888, 39.649, -79.939, 0
889, address 889, 39.65, -79.939, 0
890, address 890, 39.651, -79.939, 0
891, address 891, 39.652, -79.939, 0
892, address 892, 39.653, -79.939, 0
893, address 893, 39.654, -79.939, 0
894, address 894, 39.655, -79.939, 0
895, address 895, 39.656, -79.939, 0
896, address 896, 39.657, -79.939, 0
897, address 897, 39.658, -79.939, 0
898, address 898, 39.659, -79.939, 0
899, address 899, 39.66, -79.939, 0
900, address 900, 39.661, -79.939, 0
901, address 901, 39.617, -79.94, 0
902, address 902, 39.618, -79.94, 0
903, address 903, 39.619, -79.94, 0
904, address 904, 39.62, -79.94, 0
905, address 905, 39.621, -79.94, 0
906, address 906, 39.622, -79.94, 0
907, address 907, 39.623, -79.94, 0
908, address 908, 39.624, -79.94, 0
909, address 909, 39.625, -79.94, 0
910, address 910, 39.626, -79.94, 0
911, address 911, 39.627, -79.94, 0
912, address 912, 39.628, -79.94, 0
913, address 913, 39.629, -79.94, 0
914, address 914, 39.63, -79.94, 0
915, address 915, 39.631, -79.94, 0
916, address 916, 39.632, -79.94, 0
917, address 917, 39.633, -79.94, 0
918, address 918, 39.634, -79.94, 0
919, address 919, 39.635, -79.94, 0
920, address 920, 39.636, -79.94, 0
921, address 921, 39.637, -79.94, 0
922, address 922, 39.638, -79.94, 0
923, address 923, 39.639, -79.94, 0
924, address 924, 39.64, -79.94, 0
925, address 925, 39.641, -79.94, 0
926, address 926, 39.642, -79.94, 0
927, address 927, 39.643, -79.94, 0
928, address 928, 39.644, -79.94, 0
929, address 929, 39.645, -79.94, 0
930, address 930, 39.646, -79.94, 0
931, address 931, 39.647, -79.94, 0
932, address 932, 39.648, -79.94, 0
933, address 933, 39.649, -79.94, 0
934, address 934, 39.65, -79.94, 0
935, address 935, 39.651, -79.94, 0
936, address 936, 39.652, -79.94, 0
937, address 937, 39.653, -79.94, 0
938, address 938, 39.654, -79.94, 0
939, address 939, 39.655, -79.94, 0
940, address 940, 39.656, -79.94, 0
941, address 941, 39.657, -79.94, 0
942, address 942, 39.658, -79.94, 0
943, address 943, 39.659, -79.94, 0
944, address 944, 39.66, -79.94, 0
945, address 945, 39.661, -79.94, 0
946, address 946, 39.617, -79.941, 0
947, address 947, 39.618, -79.941, 0
948, address 948, 39.619, -79.941, 0
949, address 949, 39.62, -79.941, 0
950, address 950, 39.621, -79.941, 0
951, address 951, 39.622, -79.941, 0
952, address 952, 39.623, -79.941, 0
953, address 953, 39.624, -79.941, 0
954, address 954, 39.625, -79.941, 0
955, address 955, 39.626, -79.941, 0
956, address 956, 39.627, -79.941, 0
957, address 957, 39.628, -79.941, 0
958, address 958, 39.629, -79.941, 0
959, address 959, 39.63, -79.941, 0
960, address 960, 39.631, -79.941, 0
961, address 961, 39.632, -79.941, 0
962, address 962, 39.633, -79.941, 0
963, address 963, 39.634, -79.941, 0
964, address 964, 39.635, -79.941, 0
965, address 965, 39.636, -79.941, 0
966, address 966, 39.637, -79.941, 0
967, address 967, 39.638, -79.941, 0
968, address 968, 39.639, -79.941, 0
969, address 969, 39.64, -79.941, 0
970, address 970, 39.641, -79.941, 0
971, address 971, 39.642, -79.941, 0
972, address 972, 39.643, -79.941, 0
973, address 973, 39.644, -79.941, 0
974, address 974, 39.645, -79.941, 0
975, address 975, 39.646, -79.941, 0
976, address 976, 39.647, -79.941, 0
977, address 977, 39.648, -79.941, 0
978, address 978, 39.649, -79.941, 0
979, address 979, 39.65, -79.941, 0
980, address 980, 39.651, -79.941, 0
981, address 981, 39.652, -79.941, 0
982, address 982, 39.653, -79.941, 0
983, address 983, 39.654, -79.941, 0
984, address 984, 39.655, -79.941, 0
985, address 985, 39.656, -79.941, 0
986, address 986, 39.657, -79.941, 0
987, address 987, 39.658, -79.941, 0
988, address 988, 39.659, -79.941, 0
989, address 989, 39.66, -79.941, 0
990, address 990, 39.661, -79.941, 0
991, address 991, 39.617, -79.942, 0
992, address 992, 39.618, -79.942, 0
993, address 993, 39.619, -79.942, 0
994, address 994, 39.62, -79.942, 0
995, address 995, 39.621, -79.942, 0
996, address 996, 39.622, -79.942, 0
997, address 997, 39.623, -79.942, 0
998, address 998, 39.624, -79.942, 0
999, address 999, 39.625, -79.942, 0
1000, address 1000, 39.626, -79.942, 0
1001, address 1001, 39.627, -79.942, 0
1002, address 1002, 39.628, -79.942, 0
1003, address 1003, 39.629, -79.942, 0
1004, address 1004, 39.63, -79.942, 0
1005, address 1005, 39.631, -79.942, 0
1006, address 1006, 39.632, -79.942, 0
1007, address 1007, 39.633, -79.942, 0
1008, address 1008, 39.634, -79.942, 0
1009, address 1009, 39.635, -79.942, 0
1010, address 1010, 39.636, -79.942, 0
1011, address 1011, 39.637, -79.942, 0
1012, address 1012, 39.638, -79.942, 0
1013, address 1013, 39.639, -79.942, 0
1014, address 1014, 39.64, -79.942, 0
1015, address 1015, 39.641, -79.942, 0
1016, address 1016, 39.642, -79.942, 0
1017, address 1017, 39.643, -79.942, 0
1018, address 1018, 39.644, -79.942, 0
1019, address 1019, 39.645, -79.942, 0
1020, address 1020, 39.646, -79.942, 0
1021, address 1021, 39.647, -79.942, 0
1022, address 1022, 39.648, -79.942, 0
1023, address 1023, 39.649, -79.942, 0
1024, address 1024, 39.65, -79.942, 0
1025, address 1025, 39.651, -79.942, 0
1026, address 1026, 39.652, -79.942, 0
1027, address 1027, 39.653, -79.942, 0
1028, address 1028, 39.654, -79.942, 0
1029, address 1029, 39.655, -79.942, 0
1030, address 1030, 39.656, -79.942, 0
1031, address 1031, 39.657, -79.942, 0
1032, address 1032, 39.658, -79.942, 0
1033, address 1033, 39.659, -79.942, 0
1034, address 1034, 39.66, -79.942, 0
1035, address 1035, 39.661, -79.942, 0
1036, address 1036, 39.617, -79.943, 0
1037, address 1037, 39.618, -79.943, 0
1038, address 1038, 39.619, -79.943, 0
1039, address 1039, 39.62, -79.943, 0
1040, address 1040, 39.621, -79.943, 0
1041, address 1041, 39.622, -79.943, 0
1042, address 1042, 39.623, -79.943, 0
1043, address 1043, 39.624, -79.943, 0
1044, address 1044, 39.625, -79.943, 0
1045, address 1045, 39.626, -79.943, 0
1046, address 1046, 39.627, -79.943, 0
1047, address 1047, 39.628, -79.943, 0
1048, address 1048, 39.629, -79.943, 0
1049, address 1049, 39.63, -79.943, 0
1050, address 1050, 39.631, -79.943, 0
1051, address 1051, 39.632, -79.943, 0
1052, address 1052, 39.633, -79.943, 0
1053, address 1053, 39.634, -79.943, 0
1054, address 1054, 39.635, -79.943, 0
1055, address 1055, 39.636, -79.943, 0
1056, address 1056, 39.637, -79.943, 0
1057, address 1057, 39.638, -79.943, 0
1058, address 1058, 39.639, -79.943, 0
1059, address 1059, 39.64, -79.943, 0
1060, address 1060, 39.641, -79.943, 0
1061, address 1061, 39.642, -79.943, 0
1062, address 1062, 39.643, -79.943, 0
1063, address 1063, 39.644, -79.943, 0
1064, address 1064, 39.645, -79.943, 0
1065, address 1065, 39.646, -79.943, 0
1066, address 1066, 39.647, -79.943, 0
1067, address 1067, 39.648, -79.943, 0
1068, address 1068, 39.649, -79.943, 0
1069, address 1069, 39.65, -79.943, 0
1070, address 1070, 39.651, -79.943, 0
1071, address 1071, 39.652, -79.943, 0
1072, address 1072, 39.653, -79.943, 0
1073, address 1073, 39.654, -79.943, 0
1074, address 1074, 39.655, -79.943, 0
1075, address 1075, 39.656, -79.943, 0
1076, address 1076, 39.657, -79.943, 0
1077, address 1077, 39.658, -79.943, 0
1078, address 1078, 39.659, -79.943, 0
1079, address 1079, 39.66, -79.943, 0
1080, address 1080, 39.661, -79.943, 0
1081, address 1081, 39.617, -79.944, 0
1082, address 1082, 39.618, -79.944, 0
1083, address 1083, 39.619, -79.944, 0
1084, address 1084, 39.62, -79.944, 0
1085, address 1085, 39.621, -79.944, 0
1086, address 1086, 39.622, -79.944, 0
1087, address 1087, 39.623, -79.944, 0
1088, address 1088, 39.624, -79.944, 0
1089, address 1089, 39.625, -79.944, 0
1090, address 1090, 39.626, -79.944, 0
1091, address 1091, 39.627, -79.944, 0
1092, address 1092, 39.628, -79.944, 0
1093, address 1093, 39.629, -79.944, 0
1094, address 1094, 39.63, -79.944, 0
1095, address 1095, 39.631, -79.944, 0
1096, address 1096, 39.632, -79.944, 0
1097, address 1097, 39.633, -79.944, 0
1098, address 1098, 39.634, -79.944, 0
1099, address 1099, 39.635, -79.944, 0
1100, address 1100, 39.636, -79.944, 0
1101, address 1101, 39.637, -79.944, 0
1102, address 1102, 39.638, -79.944, 0
1103, address 1103, 39.639, -79.944, 0
1104, address 1104, 39.64, -79.944, 0
1105, address 1105, 39.641, -79.944, 0
1106, address 1106, 39.642, -79.944, 0
1107, address 1107, 39.643, -79.944, 0
1108, address 1108, 39.644, -79.944, 0
1109, address 1109, 39.645, -79.944, 0
1110, address 1110, 39.646, -79.944, 0
1111, address 1111, 39.647, -79.944, 0
1112, address 1112, 39.648, -79.944, 0
1113, address 1113, 39.649, -79.944, 0
1114, address 1114, 39.65, -79.944, 0
1115, address 1115, 39.651, -79.944, 0
1116, address 1116, 39.652, -79.944, 0
1117, address 1117, 39.653, -79.944, 0
1118, address 1118, 39.654, -79.944, 0
1119, address 1119, 39.655, -79.944, 0
10, address 10, 39.656, -79.944, 0
1121, address 1121, 39.657, -79.944, 0
1122, address 1122, 39.658, -79.944, 0
1123, address 1123, 39.659, -79.944, 0
1124, address 1124, 39.66, -79.944, 0
1125, address 1125, 39.661, -79.944, 0
1126, address 1126, 39.617, -79.945, 0
1127, address 1127, 39.618, -79.945, 0
1128, address 1128, 39.619, -79.945, 0
1129, address 1129, 39.62, -79.945, 0
1130, address 1130, 39.621, -79.945, 0
1131, address 1131, 39.622, -79.945, 0
1132, address 1132, 39.623, -79.945, 0
1133, address 1133, 39.624, -79.945, 0
1134, address 1134, 39.625, -79.945, 0
1135, address 1135, 39.626, -79.945, 0
1136, address 1136, 39.627, -79.945, 0
1137, address 1137, 39.628, -79.945, 0
1138, address 1138, 39.629, -79.945, 0
1139, address 1139, 39.63, -79.945, 0
1140, address 1140, 39.631, -79.945, 0
1141, address 1141, 39.632, -79.945, 0
1142, address 1142, 39.633, -79.945, 0
1143, address 1143, 39.634, -79.945, 0
1144, address 1144, 39.635, -79.945, 0
1145, address 1145, 39.636, -79.945, 0
1146, address 1146, 39.637, -79.945, 0
1147, address 1147, 39.638, -79.945, 0
1148, address 1148, 39.639, -79.945, 0
1149, address 1149, 39.64, -79.945, 0
1150, address 1150, 39.641, -79.945, 0
1151, address 1151, 39.642, -79.945, 0
1152, address 1152, 39.643, -79.945, 0
1153, address 1153, 39.644, -79.945, 0
1154, address 1154, 39.645, -79.945, 0
1155, address 1155, 39.646, -79.945, 0
1156, address 1156, 39.647, -79.945, 0
1157, address 1157, 39.648, -79.945, 0
1158, address 1158, 39.649, -79.945, 0
1159, address 1159, 39.65, -79.945, 0
1160, address 1160, 39.651, -79.945, 0
1161, address 1161, 39.652, -79.945, 0
1162, address 1162, 39.653, -79.945, 0
1163, address 1163, 39.654, -79.945, 0
1164, address 1164, 39.655, -79.945, 0
1165, address 1165, 39.656, -79.945, 0
1166, address 1166, 39.657, -79.945, 0
1167, address 1167, 39.658, -79.945, 0
1168, address 1168, 39.659, -79.945, 0
1169, address 1169, 39.66, -79.945, 0
1170, address 1170, 39.661, -79.945, 0
1171, address 1171, 39.617, -79.946, 0
1172, address 1172, 39.618, -79.946, 0
1173, address 1173, 39.619, -79.946, 0
1174, address 1174, 39.62, -79.946, 0
1175, address 1175, 39.621, -79.946, 0
1176, address 1176, 39.622, -79.946, 0
1177, address 1177, 39.623, -79.946, 0
1178, address 1178, 39.624, -79.946, 0
1179, address 1179, 39.625, -79.946, 0
1180, address 1180, 39.626, -79.946, 0
1181, address 1181, 39.627, -79.946, 0
1182, address 1182, 39.628, -79.946, 0
1183, address 1183, 39.629, -79.946, 0
1184, address 1184, 39.63, -79.946, 0
1185, address 1185, 39.631, -79.946, 0
1186, address 1186, 39.632, -79.946, 0
1187, address 1187, 39.633, -79.946, 0
1188, address 1188, 39.634, -79.946, 0
1189, address 1189, 39.635, -79.946, 0
1190, address 1190, 39.636, -79.946, 0
1191, address 1191, 39.637, -79.946, 0
1192, address 1192, 39.638, -79.946, 0
1193, address 1193, 39.639, -79.946, 0
1194, address 1194, 39.64, -79.946, 0
1195, address 1195, 39.641, -79.946, 0
1196, address 1196, 39.642, -79.946, 0
1197, address 1197, 39.643, -79.946, 0
1198, address 1198, 39.644, -79.946, 0
1199, address 1199, 39.645, -79.946, 0
00, address 00, 39.646, -79.946, 0
01, address 01, 39.647, -79.946, 0
02, address 02, 39.648, -79.946, 0
03, address 03, 39.649, -79.946, 0
04, address 04, 39.65, -79.946, 0
05, address 05, 39.651, -79.946, 0
06, address 06, 39.652, -79.946, 0
07, address 07, 39.653, -79.946, 0
08, address 08, 39.654, -79.946, 0
09, address 09, 39.655, -79.946, 0
1210, address 1210, 39.656, -79.946, 0
1211, address 1211, 39.657, -79.946, 0
1212, address 1212, 39.658, -79.946, 0
1213, address 1213, 39.659, -79.946, 0
1214, address 1214, 39.66, -79.946, 0
1215, address 1215, 39.661, -79.946, 0
1216, address 1216, 39.617, -79.947, 0
1217, address 1217, 39.618, -79.947, 0
1218, address 1218, 39.619, -79.947, 0
1219, address 1219, 39.62, -79.947, 0
1220, address 1220, 39.621, -79.947, 0
1221, address 1221, 39.622, -79.947, 0
1222, address 1222, 39.623, -79.947, 0
1223, address 1223, 39.624, -79.947, 0
1224, address 1224, 39.625, -79.947, 0
1225, address 1225, 39.626, -79.947, 0
1226, address 1226, 39.627, -79.947, 0
1227, address 1227, 39.628, -79.947, 0
1228, address 1228, 39.629, -79.947, 0
1229, address 1229, 39.63, -79.947, 0
1230, address 1230, 39.631, -79.947, 0
1231, address 1231, 39.632, -79.947, 0
1232, address 1232, 39.633, -79.947, 0
1233, address 1233, 39.634, -79.947, 0
1234, address 1234, 39.635, -79.947, 0
1235, address 1235, 39.636, -79.947, 0
1236, address 1236, 39.637, -79.947, 0
1237, address 1237, 39.638, -79.947, 0
1238, address 1238, 39.639, -79.947, 0
1239, address 1239, 39.64, -79.947, 0
1240, address 1240, 39.641, -79.947, 0
1241, address 1241, 39.642, -79.947, 0
1242, address 1242, 39.643, -79.947, 0
1243, address 1243, 39.644, -79.947, 0
1244, address 1244, 39.645, -79.947, 0
1245, address 1245, 39.646, -79.947, 0
1246, address 1246, 39.647, -79.947, 0
1247, address 1247, 39.648, -79.947, 0
1248, address 1248, 39.649, -79.947, 0
1249, address 1249, 39.65, -79.947, 0
1250, address 1250, 39.651, -79.947, 0
1251, address 1251, 39.652, -79.947, 0
1252, address 1252, 39.653, -79.947, 0
1253, address 1253, 39.654, -79.947, 0
1254, address 1254, 39.655, -79.947, 0
1255, address 1255, 39.656, -79.947, 0
1256, address 1256, 39.657, -79.947, 0
1257, address 1257, 39.658, -79.947, 0
1258, address 1258, 39.659, -79.947, 0
1259, address 1259, 39.66, -79.947, 0
1260, address 1260, 39.661, -79.947, 0
1261, address 1261, 39.617, -79.948, 0
1262, address 1262, 39.618, -79.948, 0
1263, address 1263, 39.619, -79.948, 0
1264, address 1264, 39.62, -79.948, 0
1265, address 1265, 39.621, -79.948, 0
1266, address 1266, 39.622, -79.948, 0
1267, address 1267, 39.623, -79.948, 0
1268, address 1268, 39.624, -79.948, 0
1269, address 1269, 39.625, -79.948, 0
1270, address 1270, 39.626, -79.948, 0
1271, address 1271, 39.627, -79.948, 0
1272, address 1272, 39.628, -79.948, 0
1273, address 1273, 39.629, -79.948, 0
1274, address 1274, 39.63, -79.948, 0
1275, address 1275, 39.631, -79.948, 0
1276, address 1276, 39.632, -79.948, 0
1277, address 1277, 39.633, -79.948, 0
1278, address 1278, 39.634, -79.948, 0
1279, address 1279, 39.635, -79.948, 0
1280, address 1280, 39.636, -79.948, 0
1281, address 1281, 39.637, -79.948, 0
1282, address 1282, 39.638, -79.948, 0
1283, address 1283, 39.639, -79.948, 0
1284, address 1284, 39.64, -79.948, 0
1285, address 1285, 39.641, -79.948, 0
1286, address 1286, 39.642, -79.948, 0
1287, address 1287, 39.643, -79.948, 0
1288, address 1288, 39.644, -79.948, 0
1289, address 1289, 39.645, -79.948, 0
1290, address 1290, 39.646, -79.948, 0
1291, address 1291, 39.647, -79.948, 0
1292, address 1292, 39.648, -79.948, 0
1293, address 1293, 39.649, -79.948, 0
1294, address 1294, 39.65, -79.948, 0
1295, address 1295, 39.651, -79.948, 0
1296, address 1296, 39.652, -79.948, 0
1297, address 1297, 39.653, -79.948, 0
1298, address 1298, 39.654, -79.948, 0
1299, address 1299, 39.655, -79.948, 0
1300, address 1300, 39.656, -79.948, 0
1301, address 1301, 39.657, -79.948, 0
1302, address 1302, 39.658, -79.948, 0
1303, address 1303, 39.659, -79.948, 0
1304, address 1304, 39.66, -79.948, 0
1305, address 1305, 39.661, -79.948, 0
1306, address 1306, 39.617, -79.949, 0
1307, address 1307, 39.618, -79.949, 0
1308, address 1308, 39.619, -79.949, 0
1309, address 1309, 39.62, -79.949, 0
1310, address 1310, 39.621, -79.949, 0
1311, address 1311, 39.622, -79.949, 0
1312, address 1312, 39.623, -79.949, 0
1313, address 1313, 39.624, -79.949, 0
1314, address 1314, 39.625, -79.949, 0
1315, address 1315, 39.626, -79.949, 0
1316, address 1316, 39.627, -79.949, 0
1317, address 1317, 39.628, -79.949, 0
1318, address 1318, 39.629, -79.949, 0
1319, address 1319, 39.63, -79.949, 0
1320, address 1320, 39.631, -79.949, 0
1321, address 1321, 39.632, -79.949, 0
1322, address 1322, 39.633, -79.949, 0
1323, address 1323, 39.634, -79.949, 0
1324, address 1324, 39.635, -79.949, 0
1325, address 1325, 39.636, -79.949, 0
1326, address 1326, 39.637, -79.949, 0
1327, address 1327, 39.638, -79.949, 0
1328, address 1328, 39.639, -79.949, 0
1329, address 1329, 39.64, -79.949, 0
1330, address 1330, 39.641, -79.949, 0
1331, address 1331, 39.642, -79.949, 0
1332, address 1332, 39.643, -79.949, 0
1333, address 1333, 39.644, -79.949, 0
1334, address 1334, 39.645, -79.949, 0
1335, address 1335, 39.646, -79.949, 0
1336, address 1336, 39.647, -79.949, 0
1337, address 1337, 39.648, -79.949, 0
1338, address 1338, 39.649, -79.949, 0
1339, address 1339, 39.65, -79.949, 0
1340, address 1340, 39.651, -79.949, 0
1341, address 1341, 39.652, -79.949, 0
1342, address 1342, 39.653, -79.949, 0
1343, address 1343, 39.654, -79.949, 0
1344, address 1344, 39.655, -79.949, 0
1345, address 1345, 39.656, -79.949, 0
1346, address 1346, 39.657, -79.949, 0
1347, address 1347, 39.658, -79.949, 0
1348, address 1348, 39.659, -79.949, 0
1349, address 1349, 39.66, -79.949, 0
1350, address 1350, 39.661, -79.949, 0
1351, address 1351, 39.617, -79.95, 0
1352, address 1352, 39.618, -79.95, 0
1353, address 1353, 39.619, -79.95, 0
1354, address 1354, 39.62, -79.95, 0
1355, address 1355, 39.621, -79.95, 0
1356, address 1356, 39.622, -79.95, 0
1357, address 1357, 39.623, -79.95, 0
1358, address 1358, 39.624, -79.95, 0
1359, address 1359, 39.625, -79.95, 0
1360, address 1360, 39.626, -79.95, 0
1361, address 1361, 39.627, -79.95, 0
1362, address 1362, 39.628, -79.95, 0
1363, address 1363, 39.629, -79.95, 0
1364, address 1364, 39.63, -79.95, 0
1365, address 1365, 39.631, -79.95, 0
1366, address 1366, 39.632, -79.95, 0
1367, address 1367, 39.633, -79.95, 0
1368, address 1368, 39.634, -79.95, 0
1369, address 1369, 39.635, -79.95, 0
1370, address 1370, 39.636, -79.95, 0
1371, address 1371, 39.637, -79.95, 0
1372, address 1372, 39.638, -79.95, 0
1373, address 1373, 39.639, -79.95, 0
1374, address 1374, 39.64, -79.95, 0
1375, address 1375, 39.641, -79.95, 0
1376, address 1376, 39.642, -79.95, 0
1377, address 1377, 39.643, -79.95, 0
1378, address 1378, 39.644, -79.95, 0
1379, address 1379, 39.645, -79.95, 0
1380, address 1380, 39.646, -79.95, 0
1381, address 1381, 39.647, -79.95, 0
1382, address 1382, 39.648, -79.95, 0
1383, address 1383, 39.649, -79.95, 0
1384, address 1384, 39.65, -79.95, 0
1385, address 1385, 39.651, -79.95, 0
1386, address 1386, 39.652, -79.95, 0
1387, address 1387, 39.653, -79.95, 0
1388, address 1388, 39.654, -79.95, 0
1389, address 1389, 39.655, -79.95, 0
1390, address 1390, 39.656, -79.95, 0
1391, address 1391, 39.657, -79.95, 0
1392, address 1392, 39.658, -79.95, 0
1393, address 1393, 39.659, -79.95, 0
1394, address 1394, 39.66, -79.95, 0
1395, address 1395, 39.661, -79.95, 0
1396, address 1396, 39.617, -79.951, 0
1397, address 1397, 39.618, -79.951, 0
1398, address 1398, 39.619, -79.951, 0
1399, address 1399, 39.62, -79.951, 0
1400, address 1400, 39.621, -79.951, 0
1401, address 1401, 39.622, -79.951, 0
1402, address 1402, 39.623, -79.951, 0
1403, address 1403, 39.624, -79.951, 0
1404, address 1404, 39.625, -79.951, 0
1405, address 1405, 39.626, -79.951, 0
1406, address 1406, 39.627, -79.951, 0
1407, address 1407, 39.628, -79.951, 0
1408, address 1408, 39.629, -79.951, 0
1409, address 1409, 39.63, -79.951, 0
1410, address 1410, 39.631, -79.951, 0
1411, address 1411, 39.632, -79.951, 0
1412, address 1412, 39.633, -79.951, 0
1413, address 1413, 39.634, -79.951, 0
1414, address 1414, 39.635, -79.951, 0
1415, address 1415, 39.636, -79.951, 0
1416, address 1416, 39.637, -79.951, 0
1417, address 1417, 39.638, -79.951, 0
1418, address 1418, 39.639, -79.951, 0
1419, address 1419, 39.64, -79.951, 0
1420, address 1420, 39.641, -79.951, 0
1421, address 1421, 39.642, -79.951, 0
1422, address 1422, 39.643, -79.951, 0
1423, address 1423, 39.644, -79.951, 0
1424, address 1424, 39.645, -79.951, 0
1425, address 1425, 39.646, -79.951, 0
1426, address 1426, 39.647, -79.951, 0
1427, address 1427, 39.648, -79.951, 0
